area_sqft,bedroom_num,bathroom_num,balcony_num,property_type_code,facing_code,age_years,price_per_sqft,total_rooms,room_bath_ratio,price
523.02276,2.0,2.0,2.0,0.0,6.0,3.0,0.10515794761971736,4.0,1.0,55.0
2362.0,4.0,4.0,3.0,0.0,5.0,3.0,0.06392887383573242,8.0,1.0,151.0
1800.06372,5.0,5.0,3.0,1.0,3.0,15.0,0.36109832823029175,10.0,1.0,650.0
393.9624,1.0,1.0,1.0,0.0,3.0,1.0,0.06599614582508381,2.0,1.0,26.0
2100.0,4.0,3.0,3.0,0.0,2.0,3.0,0.07380952380952381,7.0,1.3333333333333333,155.0
599.98536,2.0,2.0,3.0,0.0,3.0,1.0,0.09166890338790933,4.0,1.0,55.0
1156.0536,4.0,3.0,2.0,1.0,3.0,5.0,0.16002718213065553,7.0,1.3333333333333333,185.0
1650.0,3.0,3.0,3.0,0.0,5.0,3.0,0.12848484848484848,6.0,1.0,212.0
2100.0564,4.0,4.0,3.0,0.0,8.0,15.0,0.17618574434477094,8.0,1.0,370.0
1650.01356,3.0,4.0,3.0,0.0,7.0,3.0,0.1387867382132302,7.0,0.75,229.0
1599.9609599999997,3.0,3.0,2.0,0.0,2.0,5.0,0.13750335508186404,6.0,1.0,220.00000000000003
145.0,13.0,13.0,3.0,1.0,8.0,3.0,2.9655172413793105,26.0,1.0,430.0
3211.9776,1.0,1.0,1.0,0.0,3.0,3.0,0.005915358811966808,2.0,1.0,19.0
2429.973,3.0,3.0,3.0,1.0,2.0,7.5,0.2777808642318248,6.0,1.0,675.0
215.0,10.0,10.0,3.0,1.0,1.0,5.0,3.7209302325581395,20.0,1.0,800.0
1309.9788,2.0,2.0,2.0,0.0,3.0,5.0,0.1603079378078485,4.0,1.0,210.0
1225.05084,3.0,3.0,2.0,0.0,2.0,3.0,0.06040565630729251,6.0,1.0,74.0
1750.75,3.0,4.0,3.0,0.0,3.0,7.5,0.15136370127088392,7.0,0.75,265.0
470.0,2.0,1.0,2.0,0.0,1.0,1.0,0.06382978723404255,3.0,2.0,30.0
1760.0216399999997,3.0,3.0,2.0,0.0,3.0,1.0,0.048863035570403564,6.0,1.0,86.0
27900.180359999995,9.0,9.0,3.0,1.0,2.0,1.0,0.022401288878263013,18.0,1.0,625.0
3240.07164,6.0,7.0,3.0,1.0,1.0,7.5,0.27777163593827203,13.0,0.8571428571428571,900.0
1250.0,2.0,2.0,3.0,0.0,7.0,3.0,0.0808,4.0,1.0,101.0
1760.0216399999997,3.0,4.0,3.0,0.0,8.0,5.0,0.1249984630870789,7.0,0.75,220.00000000000003
1670.0,2.0,2.0,3.0,0.0,7.0,3.0,0.07125748502994012,4.0,1.0,119.0
